platform,store_id,store_name,store_url,store_rating,store_delivery_fee,store_delivery_time_min,store_delivery_time_max,store_promo,category,item_name,item_price,description,popular_badge,extracted_at
doordash,644970,D'tandoor,https://www.doordash.com/store/644970,4.3,0,9,9,,,Palak Paneer,A$23.00,Homemade cottage cheese sautÃ©ed in lightly spiced pureed spinach,False,2026-05-04T03:48:37.825857+00:00
doordash,644970,D'tandoor,https://www.doordash.com/store/644970,4.3,0,9,9,,,Make Your Own Naan Wrap,A$16.00,Delicious Naan Wrap served with salad,False,2026-05-04T03:48:37.825858+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Kanxi ( The princess),A$13.20,"Crispy Southern fried chicken, cheese, fresh lettuce, and creamy mayonnaise.",False,2026-05-04T03:48:49.003472+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Crispy fried chicken nuggets,A$13.20,8 pieces of crispy southern fried chicken nuggets with your choice of sauces.,False,2026-05-04T03:48:49.003506+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Lunch Pack,A$22.00,"One fried flake, one potato cake, one dim sim, chips for one, plus a can.",False,2026-05-04T03:48:49.003508+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Small Golden Chips,A$9.00,"Crispy golden chips, thinly sliced and lightly salted. Chicken salt available upon request.",False,2026-05-04T03:48:49.003510+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Peak on high,A$16.50,"Juicy beef patty, melted cheese, crispy bacon, fresh lettuce, ripe tomato, tangy pickles, special sauce, and creamy mayonnaise.",False,2026-05-04T03:48:49.003511+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Westgarth burger,A$15.50,"Beef patty, cheese, lettuce, tomato, pickles, and homemade sauce.",False,2026-05-04T03:48:49.003513+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Cheese Burger,A$14.50,"Beef pattie, melted cheese, crisp onion, tangy pickle, ketchup, and special sauce.",False,2026-05-04T03:48:49.003517+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Lot Burger,A$18.50,"Sink your teeth into a juicy beef pattie, melty cheese, egg, crispy bacon, fresh tomato, caramelized onion, crisp lettuce, tangy tomato sauce, and savory burger sauce!",False,2026-05-04T03:48:49.003518+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Flake,A$13.90,"Savor succulent flake, featuring tender, flaky fish with a hint of ocean freshness.",False,2026-05-04T03:48:49.003523+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Large Golden Chips,A$13.50,Crispy potato chips with an option of chicken salt upon request.,False,2026-05-04T03:48:49.003524+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Not the animal style,A$19.50,"Our take on (in-and out) style burger , two smashed patties cooked in mustard, cheese, caramelised onions, white sauce, lettuce, tomato and pickles.",False,2026-05-04T03:48:49.003534+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Fish Burger,A$15.00,"Crispy fish fillet, fresh lettuce, and tangy tartare sauce.",False,2026-05-04T03:48:49.003535+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Loving itâVâ,A$15.50,"Vegan Beyond patty, cheese, crisp lettuce, juicy tomato, onion, pickles, homemade vegan sauce, and chipotle barbecue.",False,2026-05-04T03:48:49.003536+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,"Fish, Chips & Small Salad",A$22.50,"Crispy fish fillets paired with golden fries, complemented by your choice of a small coleslaw or Greek salad.",False,2026-05-04T03:48:49.003537+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Sire  on,A$16.50,"Crispy fried chicken, cheddar cheese, fresh lettuce, tomato slices, pickles, and a dollop of mayonnaise on a soft bun.",False,2026-05-04T03:48:49.003538+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Westgarth chicken burger,A$16.50,"Crispy Southern fried chicken, fresh lettuce, and creamy tartare sauce.",False,2026-05-04T03:48:49.003552+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Hot shot,A$17.50,"Crispy fried chicken, melted cheese, crunchy slaw, tangy pickles, zesty jalapeÃ±os, and spicy sauce.",False,2026-05-04T03:48:49.003561+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Blue Grenadier,A$14.50,"Flaky blue grenadier fillets paired with a refreshing citrus zest, harmonized with a medley of roasted vegetables and a hint of fresh herbs.",False,2026-05-04T03:48:49.003562+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Deluxe Burger,A$19.50,"A juicy 160-gram beef patty, melted cheese, crispy bacon, fried egg, pineapple, beetroot, fresh tomato, cooked onion, crisp lettuce, tomato sauce, and burger sauce.",False,2026-05-04T03:48:49.003567+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Barramundi,A$15.90,"A fillet of barramundi with a side of sweet potato mash, steamed green beans, and a lemon wedge.",False,2026-05-04T03:48:49.003568+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Hot Dog,A$5.10,"Juicy sausage wrapped in a crispy, seasoned batter.",False,2026-05-04T03:48:49.003569+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,South Melbourne Dim Sim,A$5.50,Savory pork and vegetable dumplings with your choice of fried or steamed.,False,2026-05-04T03:48:49.003570+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Veggie Burger,A$15.00,"A veggie patty topped with fresh tomato, crisp lettuce, savory cooked onion, and tangy tomato sauce. Option to swap for a potato patty available.",False,2026-05-04T03:48:49.003571+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Greek Salad,A$8.50,"Mixed greens, feta, olives, cucumber, and tomato. Options: Small or Large, with or without dressing.",False,2026-05-04T03:48:49.003572+00:00
doordash,646989,Westgarth Fish And Chips,https://www.doordash.com/store/646989,4.6,0,41,41,2020% off,,Hot jam donuts(2),A$7.50,"Soft donuts filled with sweet jam, dusted lightly with powdered sugar.",False,2026-05-04T03:48:49.003573+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,Famous Grill'd Chips - Regular (2460 kJ),A$8.50,"All-natural, thick-cut potato. Crispy on the outside & fluffy on the inside, sprinkled w/ our signature herb salt. The hottest, crispiest & tastiest chips ever!",False,2026-05-04T03:49:01.791272+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,Famous Grill'd Chips - Snack (1400 kJ),A$6.50,"All-natural, thick-cut potato. Crispy on the outside & fluffy on the inside, sprinkled w/ our signature herb salt. The hottest, crispiest & tastiest chips ever!",False,2026-05-04T03:49:01.791283+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,Crispy Bacon & Cheese (2670 kJ),A$20.50,"Crispy bacon, tasty cheese, cos lettuce, tomato, Spanish onion, relish & herbed mayo. All Panini and Traditional buns are now Hi Fibre Lo GI.Â",False,2026-05-04T03:49:01.791285+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,Simply Grill'd (2530 kJ),A$16.50,"Cos lettuce, tomato, Spanish onion, relish & herbed mayo. All Panini and Traditional buns are now Hi Fibre Lo GI.Â",False,2026-05-04T03:49:01.791286+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,Mighty Melbourne (2990 kJ),A$21.90,"w/ crispy bacon, free-range egg, tasty cheese, beetroot, cos lettuce, tomato, Spanish onion,  relish & herbed mayo.All Panini and Traditional buns are now Hi Fibre Lo GI.Â\r\n",False,2026-05-04T03:49:01.791287+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,Summer Sunset (2830 kJ),A$21.50,"Crispy bacon, charred pineapple, avocado, cos lettuce, tomato, Spanish onion, relish & herbed mayo. All Panini and Traditional buns are now Hi Fibre Lo GI.Â",False,2026-05-04T03:49:01.791288+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,'Simon Says'  (2140 kJ),A$20.50,"Grilled RSPCA Certified chicken breast w/ crispy bacon, avocado, cos lettuce, tomato, Spanish onion, relish & herbed mayo.\r\n",False,2026-05-04T03:49:01.791289+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,Mustard & Pickled! (2250 kJ),A$19.50,"Tasty cheese, dill pickles, cos lettuce, tomato, Spanish onion, relish & Dijon mustard",False,2026-05-04T03:49:01.791291+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,'Baa Baa'  (2390 kJ),A$21.50,"Pasture-raised, premium lamb patty w/ tasty cheese, avocado, cos lettuce, tomato, Spanish onion, relish & herbed mayo. All Panini and Traditional buns are now Hi Fibre Lo GI.Â\r\n",False,2026-05-04T03:49:01.791292+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,Chipotle (2420 kJ),A$19.90,"RSPCA Certified chicken breast coated in our signature gluten-free coating & cooked in extra virgin olive oil w/ dill pickles, cos lettuce, Spanish onion & chipotle mayo.",False,2026-05-04T03:49:01.791293+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,BLAT (2440 kJ),A$19.90,"RSPCA Certified chicken breast cooked in extra virgin olive oil w/ crispy bacon, avocado, cos lettuce, tomato & herbed mayo.\r\n",False,2026-05-04T03:49:01.791294+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,Garden Goodness (2080 kJ),A$18.50,"Garden-loaded premium veggie patty w/ tasty cheese, avocado, beetroot, cos lettuce, tomato, Spanish onion, relish & herbed mayo",False,2026-05-04T03:49:01.791295+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,Bonfire BBQ (3100 kJ),A$22.50,"Premium  Wagyu beef patty w/ crispy bacon, aged cheddar, dill pickles, Spanish onion, native Davidson plum barbeque sauce, dijon mustard & egg mayo.\r\n",False,2026-05-04T03:49:01.791296+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,Bird & Brie (2250 kJ),A$19.90,"Grilled RSPCA Certified chicken breast w/ brie cheese, cos lettuce, tomato, Spanish onion, cranberry sauce & herbed mayo.\r\n",False,2026-05-04T03:49:01.791297+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,Sliders Trio (3420 kJ),A$22.90,"CLASSIC - Beef patty w/ tasty cheese, dill pickle, Dijon mustard, tomato sauce & egg mayo\r\n\r\n \r\n\r\nVINTAGE - Beef patty w/ aged cheddar, Spanish onion, relish & herbed mayo\r\n\r\n \r\n\r\nBRIE CHICK - RSPCA Approved grilled chicken breast w/ Brie cheese, tomato, cranberry sauce & herbed mayo\r\n\r\n \r\n\r\nZEN CHICK - RSPCA Approved grilled chicken breast w/ fresh coriander, shredded carrot, satay sauce & herbed mayo. Contains peanuts.",False,2026-05-04T03:49:01.791299+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,HotBird (1820 kJ),A$20.90,"Grilled RSPCA Certified chicken breast w/ tasty cheese, jalapenos, roasted peppers, cos lettuce, Spanish onion, sour cream & chilli relish.\r\n",False,2026-05-04T03:49:01.791300+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,Wagyu Wunder (2980 kJ),A$22.50,"Premium Wagyu beef patty w/ aged cheddar, dill pickles, Spanish onion, dijon mustard & egg mayo.\r\n",False,2026-05-04T03:49:01.791301+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,Caesar's Palace (2490 kJ),A$19.90,"Grilled RSPCA Certified chicken breast w/ crispy bacon, free-range egg, parmesan cheese, cos lettuce & Caesar dressing.\r\n",False,2026-05-04T03:49:01.791302+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,Superpower Salad (1920 kJ),A$20.90,"RSPCA Approved grilled chicken breast w/ avocado, shredded carrot, beetroot, cherry tomatoes, cos lettuce, Spanish onion, roasted nut mix, fresh basil & extra virgin olive oil dressing ",False,2026-05-04T03:49:01.791303+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,Healthy Fried Chicken Bites - 12 (2180 kJ),A$15.90,"RSPCA Certified Chicken bites coated in our signature gluten-free coating & cooked in extra virgin olive oil. Lightly seasoned w/ sea salt, pair them with our of our dips.\r\n\r\n\r\n",False,2026-05-04T03:49:01.791305+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,Zen Hen (2080 kJ),A$17.50,"Grilled RSPCA Certified chicken breast w/ shredded carrot, cos lettuce, tomato, Spanish onion, fresh coriander, satay sauce & herbed mayo.\r\n",False,2026-05-04T03:49:01.791306+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,Chilli Addict (2460 kJ),A$21.50,"Tasty cheese, roasted peppers, jalapeÂos, cos lettuce, Spanish onion, sour cream & chilli relish",False,2026-05-04T03:49:01.791307+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,Sweet Chilli Chicken (2060 kJ),A$16.90,"Grilled RSPCA Certified chicken breast w/ beetroot, shredded carrot, cos lettuce, tomato, Spanish onion, relish & sweet chilli mayo.\r\n",False,2026-05-04T03:49:01.791308+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,Beyond Garden Goodness (2280 kJ),A$21.50,"Beyond Avocado Oil plant-based patty w/ tasty cheese, avocado, beetroot, cos lettuce, tomato, Spanish onion, relish & herbed mayo. All Panini and Traditional buns are now Hi Fibre Lo GI.Â",False,2026-05-04T03:49:01.791309+00:00
doordash,775943,Grill'd,https://www.doordash.com/store/775943,4.4,0,18,18,$10 off,,Chicken Caesar Salad (2410 kJ),A$20.90,"Grilled RSPCA Certified chicken breast w/ crispy bacon, free-range egg, parmesan cheese, cos lettuce, Caesar dressing & croutons.\r\n",False,2026-05-04T03:49:01.791310+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,HSP with Can,2 for A$27.90,"Halal. Chips, cheese, (lamb, chicken, mixed or falafel) and sauce of your choice.",False,2026-05-04T03:49:13.869617+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,Kebab with Can,2 for A$27.90,"Halal. Lettuce, tomato, onion, (lamb, chicken, mix or falafel) with garlic sauce.",False,2026-05-04T03:49:13.869628+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,Meat Containers,2 for A$24.90,Halal. Choice of protein with choice of sauce.,False,2026-05-04T03:49:13.869635+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,HSP Snack Pack,A$24.90,"Chips, cheese, meat and sauce of choice.",False,2026-05-04T03:49:13.869637+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,Kebabs,A$24.90,"Halal. Lettuce, tomato, onion, (lamb, chicken or mix) with garlic sauce.",False,2026-05-04T03:49:13.869638+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,"Kebab, Chips with Can",A$32.90,"Halal. Lettuce, tomato, onion, (lamb, chicken, mix or falafel) with garlic sauce. Served with a small chips.",False,2026-05-04T03:49:13.869640+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,Kebab Plate,A$32.90,"Halal. Two dips, salad, (lamb, chicken, mix or falafel), served with bread.",False,2026-05-04T03:49:13.869642+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,Salad Pack,A$21.90,"Halal. Choice of salad, protein and sauce of your choice.",False,2026-05-04T03:49:13.869644+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,Chips,A$7.90,Halal. Crispy fried potato strips.,False,2026-05-04T03:49:13.869645+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,Falafel Wrap,A$24.90,"Halal. Home style falafel. Lettuce, tomato, onion, tabouli, pickled turnips with hummus and tahini sauce.",False,2026-05-04T03:49:13.869647+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,Chicken Nuggets,A$15.50,6 Nuggets and chips with side of aioli.,False,2026-05-04T03:49:13.869648+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,Kebab Plate with Can,A$35.90,"Halal. Two dips, salad, (lamb, chicken, mix or falafel), served with bread.",False,2026-05-04T03:49:13.869651+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,"Falafel Wrap, Chips with Can",A$32.90,"Halal. Home style falafel. Lettuce, tomato, onion, tabouli, pickled turnips w/ hummus and tahini sauce. Served w/ a small chips.",False,2026-05-04T03:49:13.869653+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,Baklava,A$8.00,Halal. A middle eastern dessert with layers of pastry and nuts topped with syrup (4 pieces).,False,2026-05-04T03:49:13.869655+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,Tabouli Container,A$8.50,"Halal. Chopped parsley, tomato, onion and mint with bulgur.",False,2026-05-04T03:49:13.869656+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,Chicken Schnitzel,A$21.50,Chicken breast schnitzel with chips a side of aioli,False,2026-05-04T03:49:13.869657+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,Falafel Plate with Can,A$35.90,"Halal. 2 dips, salad, 6 home style falafels, served with bread.",False,2026-05-04T03:49:13.869658+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,Gozleme: Chicken and mushroom,A$19.00,,False,2026-05-04T03:49:13.869659+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,Coca-Cola 600 Ml Varieties,A$6.50,Please customise for flavour choice.,False,2026-05-04T03:49:13.869662+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,Tziki,A$10.00,Halal. A refreshing yogurt-based dip with cucumber and garlic.,False,2026-05-04T03:49:13.869663+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,Chicken Nuggets with Can,A$18.50,"6 nuggets, chips, aioli and drink",False,2026-05-04T03:49:13.869664+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,Coca-Cola 375 Ml Varieties,A$4.90,Please customise for flavour choice.,False,2026-05-04T03:49:13.869665+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,Falafel Wrap with Can,A$27.90,"Halal. Home style falafel. Lettuce, tomato, onion, tabouli, pickled turnips w/ hummus and tahini sauce.",False,2026-05-04T03:49:13.869666+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,Chicken Schnitzel with Can,A$24.50,"Chicken breast schnitzel with chips, aioli and a drink",False,2026-05-04T03:49:13.869667+00:00
doordash,834497,Southern Xross Kebabs,https://www.doordash.com/store/834497,4.3,0,26,26,,,Powerade 600 Ml Varieties,A$6.50,Please customise for flavour choice.,False,2026-05-04T03:49:13.869668+00:00
doordash,1059099,KFC,https://www.doordash.com/store/1059099,3.9,0,20,20,,,Value Feast,A$31.16,"Get so much bang for your buck and take the party up a notch with this Value Feast. With four pieces of Original RecipeÂ® Chicken, ten Nuggets, four Original Tendersâ¢, one large Chips, one large Potato & Gravy and one Aioli sauce and one Sweet & Sour sauce it smacks in all the right places. Not everywhere and not forever. 11637 kJ",False,2026-05-04T03:49:25.228394+00:00
doordash,1059099,KFC,https://www.doordash.com/store/1059099,3.9,0,20,20,,,Burger Feast,A$37.56,"This feast is big and burgerful. Stuffed with two Original Crispy Burgers, two ZingerÂ® Burgers, 6 golden Nuggets, 1 Regular Popcorn ChickenÂ®, 2 Large Chips and 1 Dipping Sauce, this feast is bound to go down a treat with everyone.  15206 kJ",False,2026-05-04T03:49:25.228425+00:00
doordash,1059099,KFC,https://www.doordash.com/store/1059099,3.9,0,20,20,,,ZingerÂ® Burger Box,A$20.95,"Itâs crispy, golden and delivers a pipinâ hot kick. The Wicked Boneless Burger box comes loaded with a Zinger Burger, 2 pieces of Wicked Boneless, a portion of chippies, regular Potato & Gravy AND a drink? Phew... that's one hot deal. Not everywhere and not forever. 4289 kJ",False,2026-05-04T03:49:25.228427+00:00
