listing_id,title,price_aud,product_type,ram,seller_location,condition,seller_name,feedback_pct,feedback_count,trust_risk,url
366230029728,HP Z2 Mini G1a Workstation B34KWES[AMD Ryzen AI Max Pro 395 128 (B34KWES#ABD),9139.13,HP Z2 G1a Mini,?,Unknown,,,,,,https://www.ebay.com.au/itm/366230029728
297650856840,HP Workstation Z2 G1a - Mini - 4U - 1 x Ryzen AI Max+ Pro 395 3 3 (A40MYET#ABD),8925.73,Other,?,Unknown,,,,,,https://www.ebay.com.au/itm/297650856840
366233460451,HP Z2 Mini G1a Workstation B34KWES[AMD Ryzen AI Max Pro 395 128 (B34KWES#ABD),8080.88,HP Z2 G1a Mini,?,Unknown,New,digi-techx,100.0,16865,OK,https://www.ebay.com.au/itm/366233460451
177438423437,HP ZBook Studio 99 Ultra Mobile Workstation AMD Ryzen AI Max+ PRO 395+128GB RAM,8288.76,HP ZBook Studio 99,128GB,China,,,,,,https://www.ebay.com.au/itm/177438423437
187596138762,HP ZBook Studio 99 Ultra Mobile Workstation AMD Ryzen AI Max+ PRO 395+128GB RAM,8288.76,HP ZBook Studio 99,128GB,China,New,Sinobright,99.6,21837,OK,https://www.ebay.com.au/itm/187596138762
365866700672,HP Workstation Z2 G1a - Mini - 4U - 1 x Ryzen AI Max+ Pro 395 3 3 (A40MYET#ABD),8078.04,Other,?,Germany,,,,,,https://www.ebay.com.au/itm/365866700672
366233460446,HP Workstation Z2 G1a - Mini - 4U - 1 x Ryzen AI Max+ Pro 395 3 3 (A40MYET#ABD),7892.5,Other,?,Unknown,New,digi-techx,100.0,16865,OK,https://www.ebay.com.au/itm/366233460446
127425827796,HP ZBook Studio 99 Ultra Mobile Workstation AMD Ryzen AI Max+ PRO 395+128GB RAM,7617.0,HP ZBook Studio 99,128GB,China,New,bodorship,100.0,2864,OK,https://www.ebay.com.au/itm/127425827796
127425915980,HP ZBook Studio 99 Ultra Mobile Workstation AMD Ryzen AI Max+ PRO 395+128GB RAM,7617.0,HP ZBook Studio 99,128GB,China,,,,,,https://www.ebay.com.au/itm/127425915980
205779064097,HP ZBook Studio 99 Ultra Mobile Workstation AMD Ryzen AI Max+ PRO 395+128GB RAM,7617.0,HP ZBook Studio 99,128GB,China,New,Server all,99.1,818,OK,https://www.ebay.com.au/itm/205779064097
397889452294,HP Z2 Mini G1a Workstation Ryzen AI Max+ PRO 395 128GB RAM 2TB SSD Warranty,6810.5,HP Z2 G1a Mini,128GB,United Kingdom,,,,,,https://www.ebay.com.au/itm/397889452294
365767604928,ROG Flow X13 (2025) AMD Ryzen AI Max+ 395 128gb ram+1tb ssd,7273.35,ASUS ROG Flow X13,128GB,China,,,,,,https://www.ebay.com.au/itm/365767604928
116712102651,ROG Flow X13 (2025) AMD Ryzen AI Max+ 395 128gb ram+1tb ssd,7166.32,ASUS ROG Flow X13,128GB,China,,,,,,https://www.ebay.com.au/itm/116712102651
127175719979,"ROG Flow X13 (2025) AMD Ryzen AI Max+ 395 ,128GB RAM+1TB SSD Notebook Computers",6929.59,ASUS ROG Flow X13,128GB,China,,,,,,https://www.ebay.com.au/itm/127175719979
376879585236,"ROG Flow X13 (2025) AMD Ryzen AI Max+ 395 ,128GB RAM+1TB SSD Notebook Computers",6929.59,ASUS ROG Flow X13,128GB,China,,,,,,https://www.ebay.com.au/itm/376879585236
205580645488,"ROG Flow X13 (2025) AMD Ryzen AI Max+ 395 ,128GB RAM+1TB SSD Notebook Computers",6929.59,ASUS ROG Flow X13,128GB,China,,,,,,https://www.ebay.com.au/itm/205580645488
127196289337,"ROG Flow X13 (2025) AMD Ryzen AI Max+ 395 ,128GB RAM+1TB SSD Notebook Computers",6929.59,ASUS ROG Flow X13,128GB,China,,,,,,https://www.ebay.com.au/itm/127196289337
168322566906,"ROG Flow X13 (2025), AMD Ryzen AI AI Max+ 395 ,128GB RAM+1TB SSD Notebook New",6928.2,ASUS ROG Flow X13,128GB,China,,,,,,https://www.ebay.com.au/itm/168322566906
366105889245,HP ZBook Ultra G1a CW0H2ES 14'' 2.8K OLED Touch AMD Ryzen AI Max+ PRO 395 16,6677.6,HP ZBook Ultra G1a,?,Unknown,New,digi-techx,100.0,16865,OK,https://www.ebay.com.au/itm/366105889245
297912341334,HP ZBook Ultra G1a B30FDES 14'' 2.8K OLED Touch AMD Ryzen AI Max Pro 395 16 Core,6470.7,HP ZBook Ultra G1a,?,Unknown,,,,,,https://www.ebay.com.au/itm/297912341334
257310347554,MinisForum MS-S1 Max Ryzen AI Max+ 395 RAM 128GB SSD 2TB DDR5 M.2 2280 W11P,6305.93,MinisForum MS-S1 Max,128GB,Unknown,,,,,,https://www.ebay.com.au/itm/257310347554
206104713711,MINISFORUM MS-S1 Max AMD Ryzen AI Max+395 Powerful AI Workstation 128GB+2TB SSD,6421.33,MinisForum MS-S1 Max,128GB,China,New,brand_mini_pc_official_store,99.0,391,MODERATE_RISK,https://www.ebay.com.au/itm/206104713711
377002417429,MINISFORUM MS-S1 Max MINI PC AMD Ryzen AI Max+ 395 AI Compact PC 128GB+2TB,6421.33,MinisForum MS-S1 Max,128GB,China,,,,,,https://www.ebay.com.au/itm/377002417429
177435873250,ROG Flow X13 (2025) AMD Ryzen AI Max  395 64GB RAM 1TB SSD Notebook Computers,6190.5,ASUS ROG Flow X13,64GB,China,,,,,,https://www.ebay.com.au/itm/177435873250
297910255230,HP ZBook Ultra G1a CW0H2ES 14'' 2.8K OLED Touch AMD Ryzen AI Max+ PRO 395 16,6081.1,HP ZBook Ultra G1a,?,Germany,,,,,,https://www.ebay.com.au/itm/297910255230
376620785762,MINISFORUM MS-S1 Max MINI PC AMD Ryzen AI Max+ 395 AI Workstation 128GB+2TB NEW,6108.87,MinisForum MS-S1 Max,128GB,China,New,Professional Mini Pc Store,99.8,729,OK,https://www.ebay.com.au/itm/376620785762
205784269500,MINISFORUM MINI PC MS-S1 Max AMD Ryzen AI Max+ 395 AI Workstation 128GB +2TB,6108.87,Other,128GB,China,,,,,,https://www.ebay.com.au/itm/205784269500
298072886065,HP ZBook Ultra G1a CW0H2ES 14'' 2.8K OLED Touch AMD Ryzen AI Max+ PRO 395 16,5902.05,HP ZBook Ultra G1a,?,Unknown,,,,,,https://www.ebay.com.au/itm/298072886065
297910255236,HP ZBook Ultra G1a B30FDES 14'' 2.8K OLED Touch AMD Ryzen AI Max Pro 395 16 Core,5897.79,HP ZBook Ultra G1a,?,Germany,,,,,,https://www.ebay.com.au/itm/297910255236
127255549649,"ROG Flow X13 (2025) AMD Ryzen AI Max+ 395 ,64GB RAM+1TB SSD Notebook Computers",5971.39,ASUS ROG Flow X13,64GB,China,,,,,,https://www.ebay.com.au/itm/127255549649
127255672970,"ROG Flow X13 (2025) AMD Ryzen AI Max+ 395 ,64GB RAM+1TB SSD Notebook Computers",5971.39,ASUS ROG Flow X13,64GB,China,,,,,,https://www.ebay.com.au/itm/127255672970
205630010925,"ROG Flow X13 (2025) AMD Ryzen AI Max+ 395 ,64GB RAM+1TB SSD Notebook Computers",5971.39,ASUS ROG Flow X13,64GB,China,,,,,,https://www.ebay.com.au/itm/205630010925
168325966544,"ROG Flow X13 (2025) AMD Ryzen AI Max+ 395 ,64GB RAM+1TB SSD Notebook Computers",5970.0,ASUS ROG Flow X13,64GB,China,,,,,,https://www.ebay.com.au/itm/168325966544
366233459165,HP ZBook Ultra G1a B30FDES 14'' 2.8K OLED Touch AMD Ryzen AI Max Pro 395 16 Core,5719.0,HP ZBook Ultra G1a,?,Unknown,,,,,,https://www.ebay.com.au/itm/366233459165
177443155244,HP Z2 Mini G1a AMD Ryzen AI Max+ PRO 395/128G/2TSSD/W11H 300W 8060 S GPU,5700.15,HP Z2 G1a Mini,?,China,New,ZP000,99.6,2575,OK,https://www.ebay.com.au/itm/177443155244
187601439731,HP Z2 Mini G1a AMD Ryzen AI Max+ PRO 395 128G 2TSSD W11H 300W 8060 S GPU,5700.15,HP Z2 G1a Mini,?,China,,,,,,https://www.ebay.com.au/itm/187601439731
188289267024,"MINIX Mini PC ER939-AI Ryzen AI Max+ 395, 128G DDR5/2TB Wifi 7 BT5.4 HDMI 2.1",5060.08,MINIX ER939-AI,?,Unknown,New,FutureGear,98.6,12973,OK,https://www.ebay.com.au/itm/188289267024
277904216317,"MINIX Mini PC ER939-AI Ryzen AI Max+ 395, 128G DDR5/2TB Wifi 7 BT5.4 HDMI 2.1",4835.96,MINIX ER939-AI,?,Unknown,New,Free Shipping Tech,98.4,12098,OK,https://www.ebay.com.au/itm/277904216317
287287648026,Asus ROG Flow Z13 GZ302 13.4 180Hz QHD TOUCH 3.0GHz RYZEN AI MAX+ 395 128GB 1TB,3780.72,ASUS ROG Flow Z13,128GB,United States,,,,,,https://www.ebay.com.au/itm/287287648026
389648930131,"ONEXFLY APEX :World's Most Powerful 8"" Gaming Handheld Ryzen AI Max+ 395 64G+2TB",4532.15,OneXPlayer Apex,?,United Kingdom,,,,,,https://www.ebay.com.au/itm/389648930131
297929262825,Asus ROG Flow Z13 GZ302 13 180Hz QHD+ TOUCH 3.0GHz RYZEN AI MAX+ 395 128GB 1TB,3818.9,ASUS ROG Flow Z13,128GB,United States,,,,,,https://www.ebay.com.au/itm/297929262825
297311209180,"ASUS ROG Touchscreen 13.4"" 2-in-1 Laptop AMD Ryzen AI MAX+ 395 32GB RAM 1TB SSD",3799.15,Other,32GB,United States,New,Antonline,99.5,349673,OK,https://www.ebay.com.au/itm/297311209180
397865586806,Asus ROG Flow Z13 GZ302 13.4 180Hz TOUCH 3.0 GHz RYZEN AI MAX+ 395 128GB 1TB SSD,3818.9,ASUS ROG Flow Z13,128GB,United States,,,,,,https://www.ebay.com.au/itm/397865586806
287275829059,Asus ROG Flow Z13 GZ302 180Hz QHD TOUCH RYZEN AI MAX+ 395 128GB 1TB - ODOR ISSUE,3742.52,ASUS ROG Flow Z13,128GB,United States,Used,ItsWorthMore,99.5,149262,OK,https://www.ebay.com.au/itm/287275829059
236729525186,"NIMO Mini PC Desktop, AMD Ryzen AI Max+ 395 128GB LPDDR5 8000MHz RAM 1TB SSD",3818.9,NIMO Mini PC,128GB,United States,New,BESTPTV,99.5,3124,OK,https://www.ebay.com.au/itm/236729525186
277899579458,Asus ROG Flow Z13 GZ302 180Hz QHD TOUCH RYZEN AI MAX+ 395 128GB 1TB -FRAME SPLIT,3711.97,ASUS ROG Flow Z13,128GB,United States,,,,,,https://www.ebay.com.au/itm/277899579458
336503338068,GPD WIN 5 AMD Ryzen AI MAX+ 395 / 385 Gaming Handheld Console Windows 11,3247.28,GPD WIN 5,?,China,New,avantgardemm,99.1,2148,OK,https://www.ebay.com.au/itm/336503338068
336512262830,GPD WIN 5 AMD Ryzen AI MAX+ 395 Gaming Handheld Console 64GB RAM + 4TB SSD,4683.06,GPD WIN 5,64GB,China,New,avantgardemm,99.1,2148,OK,https://www.ebay.com.au/itm/336512262830
127746363347,"Asus ROG Flow Z13 2.5K 13.3 180Hz, AMD RYZEN AI MAX+ 395, 64GB RAM 1TB SSD 8060S",3711.89,ASUS ROG Flow Z13,64GB,United States,,,,,,https://www.ebay.com.au/itm/127746363347
317647570070,WGPD IN 5 AMD Ryzen AI MAX+ 395 32GB+2TB Gaming Handheld Console new,4581.17,Other,32GB,China,,,,,,https://www.ebay.com.au/itm/317647570070
317647580481,GPD WIN 5 AMD Ryzen AI MAX+ 395 32GB+2TB Gaming Handheld Console new-,4581.17,GPD WIN 5,32GB,China,,,,,,https://www.ebay.com.au/itm/317647580481
287287702515,Asus ROG Flow Z13 GZ302 13 QHD TOUCH RYZEN AI MAX+ 395 128GB 1TB Cracked Screen,3666.14,ASUS ROG Flow Z13,128GB,United States,,,,,,https://www.ebay.com.au/itm/287287702515
127828715322,ONEXPLAYER ONEXStation i1 MINI PC AI Max+395 128GB+1TB MINI Workstation,7689.99,OneXPlayer ONEXStation i1,128GB,China,,,,,,https://www.ebay.com.au/itm/127828715322
397878351936,ONEXPLAYER ONEXStation i1 MINI PC AI Max+395 128GB+1TB MINI Workstation,7689.99,OneXPlayer ONEXStation i1,128GB,China,,,,,,https://www.ebay.com.au/itm/397878351936
397878351938,ONEXPLAYER ONEXStation i1 MINI PC AI Max+395 128GB+1TB MINI Workstation,7689.99,OneXPlayer ONEXStation i1,128GB,China,New,SEVEN-Leo,97.9,139,MODERATE_RISK,https://www.ebay.com.au/itm/397878351938
327122417754,ONEXPLAYER ONEXStation i1 MINI PC AI Max+395 128GB+1TB MINI Workstation,7591.49,OneXPlayer ONEXStation i1,128GB,China,New,diy-fans,97.8,32805,MODERATE_RISK,https://www.ebay.com.au/itm/327122417754
389935414325,ONEXPLAYER ONEXStation i1 MINI PC AI Max+395 128GB+1TB MINI Workstation,7575.2,OneXPlayer ONEXStation i1,128GB,China,,,,,,https://www.ebay.com.au/itm/389935414325
317918155792,Mingfan MS-S1 MAX PC Desktop Mini Tower Workstation (AI Max+ 395)  128GB+2TB.,6843.49,MinisForum MS-S1 Max,128GB,China,New,Direct Sale Factory,99.2,122,MODERATE_RISK,https://www.ebay.com.au/itm/317918155792
377104999895,ONEXPLAYER ONEXStation i1 MINI Workstation AI Max+395 128GB RAM + 1TB SSD,5476.74,OneXPlayer ONEXStation i1,128GB,China,,,,,,https://www.ebay.com.au/itm/377104999895
377104874532,ONEXPLAYER ONEXStation i1 MINI PC AI Max+395 128GB+1TB MINI Workstation,5275.66,OneXPlayer ONEXStation i1,128GB,China,New,Professional Mini Pc Store,99.8,729,OK,https://www.ebay.com.au/itm/377104874532
376788756827,"OneXPlayer Super X 14"" AMD AI MAX+ 395 Laptop + Tablet 2-in-1 Max. 128GB",3965.39,OneXPlayer Super X,128GB,China,,,,,,https://www.ebay.com.au/itm/376788756827
376786121749,"OneXPlayer Super X 14"" AMD AI MAX+ 395 Laptop + Tablet 2 in 1 Max. 128GB RAM",3886.96,OneXPlayer Super X,128GB,China,,,,,,https://www.ebay.com.au/itm/376786121749
205931563072,OneXPlayer Super X 14 in AMD AI MAX+ 395 Laptop + Tablet 2 in 1 Max. 128GB RAM,3886.96,OneXPlayer Super X,128GB,China,,,,,,https://www.ebay.com.au/itm/205931563072
377135229920,"NIMO Mini PC Desktop, AMD Ryzen AI Max+ 395 128GB LPDDR5 8000MHz RAM 1TB SSD",1526.18,NIMO Mini PC,128GB,Germany,Unknown,UNKNOWN,0,0,HIGH_RISK,https://www.ebay.com.au/itm/377135229920
376934092018,EVO-X2 AI MAX+ Mini PC | Ryzen AI 395 | 96GB LPDDR5X | 1TB PCIe 4.0 | Open Box,3511.87,EVO-X2 Mini PC,96GB,United States,Used,OpenNow Store,99.9,943,OK,https://www.ebay.com.au/itm/376934092018
376637867212,GPD WIN 5 AMD Ryzen AI MAX+ 395 64GB+2TB Handheld Game Console Mini PC New!!,3776.47,GPD WIN 5,64GB,China,,,,,,https://www.ebay.com.au/itm/376637867212
389722139473,OneXPlayer Super X Gaming Tablet-Laptop Hybrid 64 GB RAM 1TB Ai Max 395  NEW,4721.07,OneXPlayer Super X,?,United Kingdom,New,ari334,90.5,29,HIGH_RISK,https://www.ebay.com.au/itm/389722139473
117153408673,HP ZBook Ultra G1a/AMD Ryzen AI Max+ 395/64GB ULTRA 14 INCH G1A BASE NB PC 1tb,3589.78,HP ZBook Ultra G1a,64GB,United States,New,VIDEOCARDS,99.7,1396,OK,https://www.ebay.com.au/itm/117153408673
377115106500,"OneXPlayer Super X 14"" 2-in-1 Tablet+Laptop AI MAX+ 395 64GB+1TB Water Cooled",4532.15,OneXPlayer Super X,64GB,China,,,,,,https://www.ebay.com.au/itm/377115106500
376887747739,"OneXPlayer Super X 14"" 2in1 Tablet Laptop AMD AI MAX+ 395 Water Cooled Version",4532.15,OneXPlayer Super X,?,China,,,,,,https://www.ebay.com.au/itm/376887747739
376887733337,"OneXPlayer Super X 14"" 2in1 Tablet Laptop AMD AI MAX+ 395 Water Cooling Version",4386.89,OneXPlayer Super X,?,China,New,Professional Mini Pc Store,99.8,729,OK,https://www.ebay.com.au/itm/376887733337
377077746095,"OneXPlayer Super X 14"" Tablet Laptop AMD AI MAX+ 395 64GB+1TB Water Cooling",4386.89,OneXPlayer Super X,64GB,China,,,,,,https://www.ebay.com.au/itm/377077746095
297920904818,Asus ROG Flow Z13 GZ302 180Hz QHD+ TOUCH 3.0 GHz RYZEN AI MAX+ 395 64GB 1TB SSD,3360.63,ASUS ROG Flow Z13,64GB,United States,,,,,,https://www.ebay.com.au/itm/297920904818
137191361710,"HP ZBook Ultra G1A 14"" Laptop: AMD Ryzen AI Max+ PRO 395 64GB RAM 1TB SSD OLED",3965.39,HP ZBook Ultra G1a,64GB,United Kingdom,,,,,,https://www.ebay.com.au/itm/137191361710
287201119683,Asus ROG Flow Z13 GZ302 180Hz QHD+ 3.0 GHz RYZEN AI MAX+ 395 64GB 2TB Excellent,3207.87,ASUS ROG Flow Z13,64GB,United States,,,,,,https://www.ebay.com.au/itm/287201119683
297894943176,Asus ROG Flow Z13 GZ302 180Hz QHD+ TOUCH 3.0 GHz RYZEN AI MAX+ 395 64GB 2TB SSD,3207.87,ASUS ROG Flow Z13,64GB,United States,,,,,,https://www.ebay.com.au/itm/297894943176
287054785935,Asus ROG Flow Z13 GZ302 QHD+ TOUCH 3.0 GHz RYZEN AI MAX+ 395 64GB 1TB SSD 8060S,3133.02,ASUS ROG Flow Z13,64GB,United States,,,,,,https://www.ebay.com.au/itm/287054785935
287242959730,Asus ROG Flow Z13 GZ302 180Hz TOUCH 3.0 GHz RYZEN AI MAX+ 395 32GB 1TB Very Good,3114.68,ASUS ROG Flow Z13,32GB,United States,,,,,,https://www.ebay.com.au/itm/287242959730
298137592135,Asus ROG Flow Z13 GZ302 13.4 QHD+ TOUCH 3.0 GHz RYZEN AI MAX+ 395 64GB 1TB SSD,3131.51,ASUS ROG Flow Z13,64GB,United States,,,,,,https://www.ebay.com.au/itm/298137592135
236752370529,Asus ROG Flow Z13 (GZ302) RYZEN AI MAX+ 395 32GB RAM 1TB 8060S,3055.13,ASUS ROG Flow Z13,32GB,United States,,,,,,https://www.ebay.com.au/itm/236752370529
297916599455,Asus ROG Flow Z13 GZ302 13 180Hz QHD+ TOUCH 3.0GHz RYZEN AI MAX+ 395 64GB 1TB,2978.74,ASUS ROG Flow Z13,64GB,United States,,,,,,https://www.ebay.com.au/itm/297916599455
205931902037,"OneXPlayer Super X 14"" Laptop + Tablet 2-in-1 AI MAX+ 395 Windows PC +Keyboard",3776.47,OneXPlayer Super X,?,China,New,brand_mini_pc_official_store,99.0,391,MODERATE_RISK,https://www.ebay.com.au/itm/205931902037
286695913802,Asus ROG Flow Z13 (GZ302) 2-in-1 QHD+ TOUCH RYZEN AI MAX+ 395 32GB RAM 1TB 8060S,2520.47,ASUS ROG Flow Z13,32GB,United States,Used,ItsWorthMore,99.5,149262,OK,https://www.ebay.com.au/itm/286695913802
287299416654,Asus ROG Flow Z13 GZ302 QHD+ TOUCH RYZEN AI MAX+ 395 32GB 2TB SSD - FRAME SPLIT,2635.05,ASUS ROG Flow Z13,32GB,United States,,,,,,https://www.ebay.com.au/itm/287299416654
287060902904,Asus ROG Flow Z13 GZ302 180Hz QHD+ TOUCH 3.0 GHz RYZEN AI MAX+ 395 32GB 1TB SSD,2581.57,ASUS ROG Flow Z13,32GB,United States,,,,,,https://www.ebay.com.au/itm/287060902904
287006886321,Asus ROG Flow Z13 GZ302 13 180Hz QHD+ TOUCH 3.GHz RYZEN AI MAX+ 395 32GB 1TB SSD,2596.85,ASUS ROG Flow Z13,32GB,United States,,,,,,https://www.ebay.com.au/itm/287006886321
127837075329,ONEXFLY APEX RYZEN AI MAX+ 395 (48GB+1TB),3359.12,OneXPlayer Apex,48GB,United States,,,,,,https://www.ebay.com.au/itm/127837075329
127764885798,GPD WIN 5 AMD Ryzen AI MAX+ 395 64GB+2TB Gaming Handheld Console New,4459.99,GPD WIN 5,64GB,China,,,,,,https://www.ebay.com.au/itm/127764885798
336510139108,GPD WIN 5 AMD Ryzen AI MAX+ 395 Gaming Handheld Console 64GB RAM + 2TB SSD,4344.89,GPD WIN 5,64GB,China,,,,,,https://www.ebay.com.au/itm/336510139108
277944800586,GPD WIN 5 Handheld Gaming PC | Ryzen AI Max+ 395 | 32GB RAM | 2TB SSD,3360.64,GPD WIN 5,32GB,United States,,,,,,https://www.ebay.com.au/itm/277944800586
336508371895,GPD WIN 5 AMD Ryzen AI MAX+ 395 Gaming Handheld Console 32GB RAM + 4TB SSD,4229.65,GPD WIN 5,32GB,China,,,,,,https://www.ebay.com.au/itm/336508371895
336510138465,GPD WIN 5 AMD Ryzen AI MAX+ 395 Gaming Handheld Console 64GB RAM + 1TB SSD,4210.76,GPD WIN 5,64GB,China,,,,,,https://www.ebay.com.au/itm/336510138465
376863577264,GPD WIN 5 Handheld gaming PC AMD Ryzen AI MAX+ 395 64GB+2TB+Carry Bag+Dock,4164.7,GPD WIN 5,64GB,China,,,,,,https://www.ebay.com.au/itm/376863577264
336510138245,GPD WIN 5 AMD Ryzen AI MAX+ 395 Gaming Handheld Console 64GB RAM + 512GB SSD,4078.52,GPD WIN 5,64GB,China,,,,,,https://www.ebay.com.au/itm/336510138245
389667123058,"ONEXFLY APEX :World's Most Powerful 8"" Gaming Handheld Ryzen AI Max+ 395 48G+1TB",3776.47,OneXPlayer Apex,?,United Kingdom,New,ari334,90.5,29,HIGH_RISK,https://www.ebay.com.au/itm/389667123058
298276703868,"ASUS ROG Flow Z13 13.4"" 2.5K Touch Gaming Laptop Ryzen AI Max+ 395 64GB 1TB",3055.12,ASUS ROG Flow Z13,64GB,United States,,,,,,https://www.ebay.com.au/itm/298276703868
336508371613,GPD WIN 5 AMD Ryzen AI MAX+ 395 Gaming Handheld Console 32GB RAM + 2TB SSD,3814.03,GPD WIN 5,32GB,China,New,avantgardemm,99.1,2148,OK,https://www.ebay.com.au/itm/336508371613
376870006553,NEW!! GPD WIN 5 AMD Ryzen AI MAX+ 395 Strongest Handheld Game Console Gaming,3323.07,GPD WIN 5,?,China,,,,,,https://www.ebay.com.au/itm/376870006553
376576998117,GPD WIN 5 AMD Ryzen AI MAX+ 395 32GB+2TB Gaming Handheld Console,3289.82,GPD WIN 5,32GB,China,,,,,,https://www.ebay.com.au/itm/376576998117
376698157662,GPD WIN 5 AMD Ryzen AI MAX+ 395(Max. 64GB+2TB Optional) Handheld Game Console,3289.82,GPD WIN 5,64GB,China,,,,,,https://www.ebay.com.au/itm/376698157662
376613883941,GPD WIN 5 AMD Ryzen AI MAX+ 395 64GB+2TB Handheld Gaming PC Removable battery,3742.54,GPD WIN 5,64GB,China,,,,,,https://www.ebay.com.au/itm/376613883941
376843424017,GPD WIN 5 AMD Ryzen AI MAX+ 395 32GB RAM +2TB  SSD Powerfull Gaming PC Handheld,3323.07,GPD WIN 5,32GB,China,,,,,,https://www.ebay.com.au/itm/376843424017
377152124093,"OneXPlayer Apex AI MAX+ 395 8"" Handheld Gaming PC Windows Game Console AAA Game",3191.22,OneXPlayer Apex,?,China,New,Professional Mini Pc Store,99.8,729,OK,https://www.ebay.com.au/itm/377152124093
377152126915,"OneXPlayer Onexfly Apex AI MAX+ 395 8"" Handheld Gaming PC",3304.18,OneXPlayer Apex,?,China,,,,,,https://www.ebay.com.au/itm/377152126915
336522600586,"OneXPlayer Apex AI MAX+ 395 8"" Handheld Gaming PC 48GB RAM+1TB SSD Mini PC",3967.06,OneXPlayer Apex,48GB,China,,,,,,https://www.ebay.com.au/itm/336522600586
336522600914,"OneXPlayer Apex AI MAX+ 395 8"" Handheld Gaming PC 96GB RAM+2TB SSD Mini PC",5100.56,OneXPlayer Apex,96GB,China,New,avantgardemm,99.1,2148,OK,https://www.ebay.com.au/itm/336522600914
377005421947,"OneXPlayer Onexfly Apex AI MAX+ 395 8"" Handheld Gaming PC Standard Version NEW!",3192.61,OneXPlayer Apex,?,China,,,,,,https://www.ebay.com.au/itm/377005421947
406226265988,"2025 ASUS ROG FLOW Z13 AMD AI Max+ 395 32G 1TB 13.4"" 2.5K ROG Nebula",4049.69,ASUS ROG Flow Z13,?,Taiwan,,,,,,https://www.ebay.com.au/itm/406226265988
397861841432,"ASUS ROG Flow Z13 GZ302EA-RU004W 13.4"" Gaming Laptop- AMD Ryzen AI MAX+ 395, 1TB",3211.61,ASUS ROG Flow Z13,?,United Kingdom,,,,,,https://www.ebay.com.au/itm/397861841432
